aac-	aacA16.NG_052380.1	aac_6___Iaf.NG_047278.1	aac_6___Ip.NG_047307.2	aac_6___Iq.NG_047308.1
aac-_1	aacA57_2.NG_052083.1	aac_6___Ian.NG_047282.1	aac_6___Ian.NG_052170.1
aac-_2	aacA32.NG_052208.1	aac_6___32.NG_047266.1
aac-_3	aacA8.NG_052107.1	aac_6___31.NG_047265.1	aac_6___31.NG_052210.1	aac_6___31.NG_052214.1
aacA10	aacA10.NG_052119.1
mcr_1	mcr_1.1.NG_050417.1	mcr_1.10.NG_055583.1	mcr_1.11.NG_055784.2	mcr_1.12.NG_056412.1	mcr_1.13.NG_057466.1	mcr_1.14.NG_057460.1	mcr_1.15.NG_061610.1	mcr_1.16.NG_064787.1	mcr_1.17.NG_064788.1	mcr_1.18.NG_064789.1	mcr_1.19.NG_065449.1	mcr_1.2.NG_051170.1	mcr_1.20.NG_065450.1	mcr_1.21.NG_065451.1	mcr_1.22.NG_065944.1	mcr_1.23.NG_067235.1	mcr_1.24.NG_067236.1	mcr_1.25.NG_067237.1	mcr_1.26.NG_068217.1	mcr_1.27.NG_068218.1	mcr_1.28.NG_070762.1	mcr_1.29.NG_070763.1	mcr_1.3.NG_052861.1	mcr_1.30.NG_070764.1	mcr_1.4.NG_052664.1	mcr_1.5.NG_052663.1	mcr_1.6.NG_052893.1	mcr_1.7.NG_054678.1	mcr_1.8.NG_054697.1	mcr_1.9.NG_055582.1
mcr_10	mcr_10.1.NG_066767.1
mcr_2	mcr_2.1.NG_051171.1	mcr_2.2.NG_055496.1	mcr_2.3.NG_065452.1	mcr_2.4.NG_070765.1	mcr_2.5.NG_070766.1	mcr_2.6.NG_070767.1	mcr_2.7.NG_070768.1
mcr_3	mcr_3.1.NG_055505.1	mcr_3.10.NG_055799.1	mcr_3.11.NG_056184.1	mcr_3.12.NG_057484.1	mcr_3.13.NG_060514.1	mcr_3.14.NG_060515.1	mcr_3.15.NG_060516.1	mcr_3.16.NG_060517.1	mcr_3.18.NG_060519.1	mcr_3.19.NG_055497.1	mcr_3.2.NG_055523.1	mcr_3.20.NG_055493.1	mcr_3.21.NG_065453.1	mcr_3.22.NG_060581.2	mcr_3.23.NG_060583.1	mcr_3.24.NG_060580.1	mcr_3.25.NG_060585.1	mcr_3.26.NG_065455.1	mcr_3.27.NG_064790.1	mcr_3.28.NG_066546.1	mcr_3.29.NG_064791.1	mcr_3.3.NG_055783.1	mcr_3.30.NG_065456.1	mcr_3.31.NG_070769.1	mcr_3.32.NG_070770.1	mcr_3.33.NG_070771.1	mcr_3.34.NG_070772.1	mcr_3.35.NG_070773.1	mcr_3.36.NG_070774.1	mcr_3.37.NG_070775.1	mcr_3.38.NG_070776.1	mcr_3.39.NG_070777.1	mcr_3.4.NG_055492.1	mcr_3.40.NG_070778.1	mcr_3.41.NG_071230.1	mcr_3.5.NG_055782.1	mcr_3.6.NG_055660.1	mcr_3.7.NG_055661.1	mcr_3.8.NG_055662.1	mcr_3.9.NG_055663.1
mcr_3_1	mcr_3.17.NG_060518.1
mcr_4	mcr_4.1.NG_057470.1	mcr_4.2.NG_057471.1	mcr_4.3.NG_057461.1	mcr_4.4.NG_057465.1	mcr_4.5.NG_057464.1	mcr_4.6.NG_061608.1
mcr_5	mcr_5.1.NG_055658.1	mcr_5.2.NG_057467.1	mcr_5.3.NG_061405.1	mcr_5.4.NG_065945.1
mcr_6	mcr_6.1.NG_055781.1
mcr_7	mcr_7.1.NG_056413.1
mcr_8	mcr_8.1.NG_061399.1	mcr_8.2.NG_061627.1	mcr_8.3.NG_066547.1
mecA-	mecA.NG_047936.1	mecA.NG_047937.1	mecA.NG_047938.1	mecA.NG_047939.1	mecA.NG_047940.1	mecA.NG_047941.1	mecA.NG_047945.1	mecA.NG_047946.1	mecA.NG_047947.1	mecA.NG_047948.1	mecA2.NG_047951.1	mecA2.NG_047952.1
mecA1	mecA1.NG_047949.1	mecA1.NG_047950.1
mecB	mecB.NG_047953.1	mecB.NG_047954.1
mecC-	mecC.NG_047955.1	mecC2.NG_063821.1	mecC3.NG_063822.1
mecD	mecD.NG_054960.1
mecI	mecI.NG_050586.1
mecI_1	mecI.NG_047956.1	mecI.NG_055650.1
mecR1	mecR1.NG_051163.1
mef_A_	mef_A_.NG_047958.1	mef_A_.NG_047959.1	mef_A_.NG_047968.1	mef_A_.NG_047969.1	mef_A_.NG_047970.1	mef_A_.NG_047971.1	mef_A_.NG_047973.1
mef_A__1	mef_A_.NG_047957.1	mef_A_.NG_047961.1	mef_A_.NG_047962.1	mef_A_.NG_047963.1	mef_A_.NG_047966.1	mef_A_.NG_047967.1	mef_A_.NG_047975.1	mef_A_.NG_047976.1	mef_A_.NG_047977.1
mef_A__2	mef_A_.NG_047960.1	mef_A_.NG_047964.1	mef_A_.NG_047965.1	mef_A_.NG_047972.1	mef_A_.NG_047974.1
mef_B_	mef_B_.NG_047978.1
mef_C_	mef_C_.NG_047979.1
mef_D_	mef_D_.NG_070723.1
mef_En2_	mef_En2_.NG_047980.1
mgt	mgt.NG_047982.1	mgt.NG_047984.1
mgt_1	mgt.NG_047983.1
mphH	mphH.NG_065845.1
mphJ	mphJ.NG_063823.1
mphK	mphK.NG_065846.1
mphL	mphL.NG_055768.1
mphM	mphM.NG_055771.1	mphM.NG_065847.1
mphN	mphN.NG_065848.1
mph_A_	mph_A_.NG_047985.1	mph_A_.NG_047986.1	mph_A_.NG_047987.1
mph_B_	mph_B_.NG_047988.1
mph_C_	mph_C_.NG_047989.1	mph_C_.NG_047990.1	mph_C_.NG_047991.1	mph_C_.NG_047992.1	mph_C_.NG_047993.1	mph_C_.NG_047994.1
mph_E_	mph_E_.NG_047996.1	mph_E_.NG_064660.1
mph_F_	mph_F_.NG_047997.1
mph_G_	mph_G_.NG_047998.1
msrF	msrF.NG_070724.1
msrH	msrH.NG_070725.1
msr_A_	msr_A_.NG_047999.1	msr_A_.NG_048000.1	msr_A_.NG_048001.1	msr_A_.NG_048002.1	msr_A_.NG_055998.1
msr_C_	msr_C_.NG_048003.1	msr_C_.NG_048004.1
msr_D_	msr_D_.NG_048005.1	msr_D_.NG_048006.1
msr_E_	msr_E_.NG_048007.1
msr_G_	msr_G_.NG_071179.1
mupA	mupA.NG_048008.1	mupA.NG_056478.1
mupB	mupB.NG_048009.1
myrA	myrA.NG_048010.1
nimA	nimA.NG_048011.1
nimB	nimB.NG_048012.1
nimC	nimC.NG_048013.1
nimD	nimD.NG_048014.1
nimE	nimE.NG_048015.1
nimI	nimI.NG_048016.1
nimJ	nimJ.NG_048017.1
npmA	npmA.NG_048018.1
nshR	nshR.NG_048019.1
oleD	oleD.NG_048021.1
oleI	oleI.NG_048022.1
ole_B_	ole_B_.NG_048020.1
optrA	optrA.NG_048023.1
oqxA-	oqxA.NG_048024.1	oqxA10.NG_050418.1	oqxA11.NG_050419.1	oqxA2.NG_050420.1	oqxA3.NG_050421.1	oqxA4.NG_050422.1	oqxA5.NG_050423.1	oqxA6.NG_050424.1	oqxA7.NG_050425.1	oqxA8.NG_050426.1	oqxA9.NG_050427.1
oqxB-	oqxB.NG_048025.1	oqxB10.NG_050428.1	oqxB11.NG_050429.1	oqxB12.NG_050430.1	oqxB13.NG_050431.1	oqxB14.NG_050432.1	oqxB15.NG_050433.1	oqxB16.NG_050434.1	oqxB17.NG_050435.1	oqxB18.NG_050436.1	oqxB19.NG_050437.1	oqxB2.NG_050438.1	oqxB20.NG_050439.1	oqxB21.NG_050440.1	oqxB22.NG_050441.1	oqxB23.NG_050442.1	oqxB24.NG_050443.1	oqxB25.NG_050444.1	oqxB26.NG_050445.1	oqxB27.NG_050446.1	oqxB28.NG_050447.1	oqxB29.NG_050448.1	oqxB3.NG_050449.1	oqxB30.NG_050450.1	oqxB31.NG_050451.1	oqxB32.NG_050452.1	oqxB4.NG_050453.1	oqxB5.NG_050454.1	oqxB6.NG_050455.1	oqxB7.NG_050456.1	oqxB8.NG_050457.1	oqxB9.NG_050458.1
otr_A_	otr_A_.NG_048026.1
otr_A__1	otr_A_.NG_048027.1
otr_B_	otr_B_.NG_048029.1
penA	penA.NG_048030.1
penI	penI.NG_048031.1	penI.NG_048032.1	penI.NG_048033.1
penI_1	penI.NG_048034.1
pexA	pexA.NG_048035.1
poxtA	poxtA.NG_063824.1
qac	qac.NG_048036.1
qac-	qacF.NG_051881.1	qacF.NG_052176.2	qacF.NG_052235.1	qacF.NG_052350.1	qacF.NG_052365.1	qacF.NG_052417.1	qacF.NG_052516.1	qacL.NG_048048.1	qacL.NG_048049.1	qacL.NG_048050.1	qacL.NG_048051.1	qacL.NG_051854.1
qac-_1	qacH.NG_052082.1	qacZ.NG_061384.1
qac-_2	qacA.NG_048037.1	qacA.NG_061385.1	qacB.NG_048038.1	qacB.NG_048039.1
qacC	qacC.NG_048040.1
qacE-	qacE.NG_048041.1	qacE.NG_052493.1	qacEdelta1.NG_048042.1
qacG	qacG.NG_051904.1
qacG2	qacG2.NG_048045.1	qacG2.NG_051911.1	qacG2.NG_052237.1	qacG2.NG_052268.1	qacG2.NG_052288.1	qacG2.NG_052321.1	qacG2.NG_052388.1
qacJ	qacJ.NG_048046.1
qacK	qacK.NG_052044.1
qepA-	qepA1.NG_050459.1	qepA10.NG_062254.1	qepA2.NG_050460.1	qepA3.NG_050461.1	qepA4.NG_062240.1	qepA5.NG_048052.1	qepA6.NG_062246.1	qepA7.NG_062230.1	qepA8.NG_062251.1	qepA9.NG_062255.1
qnrA-	qnrA1.NG_050462.1	qnrA10.NG_068040.1	qnrA11.NG_070779.1	qnrA12.NG_070780.1	qnrA2.NG_050463.1	qnrA3.NG_050464.1	qnrA4.NG_050465.1	qnrA5.NG_050466.1	qnrA6.NG_050467.1	qnrA7.NG_050468.1	qnrA9.NG_059280.1
qnrAS	qnrAS.NG_048053.1
qnrB-	qnrB1.NG_050469.1	qnrB10.NG_050470.1	qnrB13.NG_050473.1	qnrB14.NG_050474.1	qnrB15.NG_050475.1	qnrB16.NG_050476.1	qnrB17.NG_050477.1	qnrB18.NG_050478.1	qnrB19.NG_050479.1	qnrB2.NG_050480.1	qnrB20.NG_050481.1	qnrB23.NG_050484.1	qnrB24.NG_050485.1	qnrB26.NG_050487.1	qnrB29.NG_050490.1	qnrB3.NG_050491.1	qnrB30.NG_050492.1	qnrB32.NG_050494.1	qnrB36.NG_050498.1	qnrB40.NG_050503.1	qnrB41.NG_050504.2	qnrB44.NG_050507.1	qnrB45.NG_050508.1	qnrB46.NG_050509.1	qnrB47.NG_050510.1	qnrB48.NG_050511.1	qnrB49.NG_050512.1	qnrB5.NG_050513.1	qnrB50.NG_050514.1	qnrB52.NG_050515.1	qnrB54.NG_050517.1	qnrB56.NG_050519.1	qnrB57.NG_050520.1	qnrB58.NG_050521.1	qnrB59.NG_050522.1	qnrB61.NG_050525.1	qnrB62.NG_050526.1	qnrB64.NG_050527.1	qnrB66.NG_050529.1	qnrB67.NG_050530.1	qnrB68.NG_050531.1	qnrB7.NG_050533.1	qnrB70.NG_050534.1	qnrB71.NG_050535.1	qnrB72.NG_050536.1	qnrB78.NG_051322.1	qnrB81.NG_057451.1	qnrB82.NG_057452.1	qnrB85.NG_059323.1	qnrB9.NG_050540.1	qnrB91.NG_057450.1
qnrB-_1	qnrB11.NG_050471.1	qnrB12.NG_050472.2	qnrB22.NG_050483.1	qnrB34.NG_050496.1	qnrB37.NG_050499.1	qnrB39.NG_050501.1	qnrB4.NG_050502.1	qnrB55.NG_050518.1	qnrB65.NG_050528.1	qnrB69.NG_050532.1
qnrB-_2	qnrB21.NG_050482.1	qnrB25.NG_050486.1	qnrB27.NG_050488.1	qnrB28.NG_050489.1	qnrB33.NG_050495.1	qnrB35.NG_050497.1	qnrB38.NG_050500.1	qnrB60.NG_050524.1	qnrB73.NG_050537.1	qnrB8.NG_050539.1
qnrB-_3	qnrB31.NG_050493.1	qnrB42.NG_050505.1	qnrB43.NG_050506.1	qnrB53.NG_050516.1	qnrB6.NG_050523.1	qnrB74.NG_050538.1	qnrB75.NG_051320.1	qnrB77.NG_051321.1	qnrB80.NG_051323.1	qnrB93.NG_071231.1	qnrB95.NG_059332.1
qnrB96	qnrB96.NG_067167.1
qnrC	qnrC.NG_048054.1
qnrD-	qnrD1.NG_050541.1	qnrD2.NG_050542.1	qnrD3.NG_057448.1
qnrE-	qnrE1.NG_054677.1	qnrE2.NG_059329.1
qnrS-	qnrS1.NG_050543.1	qnrS10.NG_048055.1	qnrS11.NG_059318.1	qnrS12.NG_059276.1	qnrS13.NG_059275.1	qnrS14.NG_059279.1	qnrS15.NG_063897.1	qnrS4.NG_050545.1	qnrS5.NG_050546.1	qnrS7.NG_050548.1	qnrS8.NG_050549.1	qnrS9.NG_050550.1
qnrS-_1	qnrS2.NG_050544.1	qnrS6.NG_050547.1
qnrVC-	qnrVC1.NG_050551.1	qnrVC10.NG_062256.1	qnrVC3.NG_050552.1	qnrVC6.NG_050555.1
qnrVC-_1	qnrVC4.NG_050553.1	qnrVC5.NG_050554.1	qnrVC7.NG_050556.1	qnrVC9.NG_068219.1
rgt	rgt.NG_048056.1
rmtA	rmtA.NG_048057.1
rmtB-	rmtB1.NG_048058.1	rmtB2.NG_048059.1	rmtB3.NG_051535.1	rmtB4.NG_051536.1
rmtC	rmtC.NG_048060.1
rmtD-	rmtD1.NG_048061.1	rmtD2.NG_050557.1
rmtE-	rmtE1.NG_050558.1	rmtE2.NG_050559.1
rmtF-	rmtF1.NG_048062.1	rmtF2.NG_051537.1
rmtG	rmtG.NG_048064.1
rmtH	rmtH.NG_048065.1
rox	rox.NG_052045.1
rph	rph.NG_048066.1
rphC	rphC.NG_063825.1
rphD	rphD.NG_063826.1
sal_A_	sal_A_.NG_048067.1
sat2+	estX_sat2.NG_052372.1	sat2.NG_048068.1	sat2.NG_051934.1	sat2.NG_051935.1	sat2.NG_051936.1	sat2.NG_051937.1	sat2.NG_051940.1
sat3	sat3.NG_048069.1
sat4	sat4.NG_048070.1	sat4.NG_048072.1	sat4.NG_048073.1
satA	satA.NG_064661.1
satA_1	satA.NG_064662.1
sgm	sgm.NG_050600.1
smr	smr.NG_048047.1	smr.NG_052298.1
smr_1	smr.NG_052366.1
spd	spd.NG_048074.1
spw	spw.NG_048075.1
srm_B_	srm_B_.NG_048076.1
sta	sta.NG_048077.1
str	str.NG_048078.1	str.NG_048079.1	str.NG_048080.1
sul1	sul1.NG_048081.1	sul1.NG_048082.1	sul1.NG_048083.1	sul1.NG_048084.1	sul1.NG_048085.1	sul1.NG_048086.1	sul1.NG_048087.1	sul1.NG_048088.1	sul1.NG_048089.1	sul1.NG_048090.1	sul1.NG_048091.1	sul1.NG_048093.1	sul1.NG_048094.1	sul1.NG_048095.1	sul1.NG_048096.1	sul1.NG_048097.1	sul1.NG_048098.1	sul1.NG_048099.1	sul1.NG_048100.1	sul1.NG_048101.1	sul1.NG_048102.1	sul1.NG_048103.1	sul1.NG_048105.1
sul2	sul2.NG_048106.1	sul2.NG_048108.1	sul2.NG_048109.1	sul2.NG_048110.1	sul2.NG_048111.1	sul2.NG_048112.1	sul2.NG_048113.1	sul2.NG_048115.1	sul2.NG_048116.1	sul2.NG_048117.1	sul2.NG_048118.1	sul2.NG_048119.1	sul2.NG_051852.1
sul3	sul3.NG_048120.1
sul4	sul4.NG_056174.1
sulR	sulR.NG_064663.1
sulX	sulX.NG_064664.1
taeA	taeA.NG_063829.1
tcmA	tcmA.NG_048121.1
tcr3	tcr3.NG_055981.1
tet-	tetA_D_.NG_048313.1	tet_59_.NG_056044.1
tetA	tetA.NG_051437.1
tetAB_B	tetAB_B.NG_048317.1
tetA_46_	tetA_46_.NG_048312.1
tetA_58_	tetA_58_.NG_056048.1
tetA_60_	tetA_60_.NG_056045.1
tetA_P_	tetA_P_.NG_048314.1	tetA_P_.NG_048315.1	tetA_P_.NG_048316.1
tetB_46_	tetB_46_.NG_048318.1
tetB_58_	tetB_58_.NG_056049.1
tetB_60_	tetB_60_.NG_056046.1
tetB_P_	tetB_P_.NG_048319.1
tet_30_	tet_30_.NG_048122.1
tet_31_	tet_31_.NG_048123.1
tet_32_	tet_32_.NG_048124.1
tet_32__1	tet_32_.NG_048125.1	tet_32_.NG_048126.1
tet_33_	tet_33_.NG_048127.1	tet_33_.NG_048128.2
tet_34_	tet_34_.NG_048129.1
tet_35_	tet_35_.NG_063830.1
tet_36_	tet_36_.NG_048131.1
tet_37_	tet_37_.NG_048132.1
tet_38_	tet_38_.NG_048133.1	tet_38_.NG_048134.1	tet_38_.NG_048135.1	tet_38_.NG_048136.1	tet_38_.NG_055983.1	tet_38_.NG_055984.1
tet_39_	tet_39_.NG_048137.1
tet_40_	tet_40_.NG_048138.1	tet_40_.NG_048139.1	tet_40_.NG_048140.1	tet_40_.NG_048141.1
tet_41_	tet_41_.NG_048142.1
tet_42_	tet_42_.NG_048143.1
tet_44_	tet_44_.NG_048145.1	tet_44_.NG_048146.1
tet_45_	tet_45_.NG_048147.1
tet_47_	tet_47_.NG_055772.1
tet_48_	tet_48_.NG_055773.1
tet_49_	tet_49_.NG_055774.1
tet_50_	tet_50_.NG_055775.1
tet_51_	tet_51_.NG_055776.1
tet_52_	tet_52_.NG_055777.1
tet_53_	tet_53_.NG_055778.1
tet_54_	tet_54_.NG_055779.1
tet_55_	tet_55_.NG_065850.1
tet_56_	tet_56_.NG_065851.1
tet_57_	tet_57_.NG_056039.1
tet_62_	tet_62_.NG_071180.1
tet_63_	tet_63_.NG_071181.1
tet_64_	tet_64_.NG_071182.1
tet_A_	tet_A_.NG_048148.1	tet_A_.NG_048150.1	tet_A_.NG_048151.1	tet_A_.NG_048152.1	tet_A_.NG_048153.1	tet_A_.NG_048154.1	tet_A_.NG_048155.1	tet_A_.NG_048156.1	tet_A_.NG_048157.1	tet_A_.NG_048158.1	tet_A_.NG_048159.1
tet_B_	tet_B_.NG_048160.1	tet_B_.NG_048161.1	tet_B_.NG_048162.1	tet_B_.NG_048163.1	tet_B_.NG_048164.1	tet_B_.NG_048165.1	tet_B_.NG_048166.1	tet_B_.NG_048167.1	tet_B_.NG_048168.1	tet_B_.NG_048169.1	tet_B_.NG_048170.1	tet_B_.NG_048171.1	tet_B_.NG_048172.1	tet_B_.NG_048173.1
tet_C_	tet_C_.NG_048174.1	tet_C_.NG_048175.1	tet_C_.NG_048176.1	tet_C_.NG_048177.1	tet_C_.NG_048178.1	tet_C_.NG_048179.1	tet_C_.NG_048180.1	tet_C_.NG_048181.1
tet_D_	tet_D_.NG_048182.1	tet_D_.NG_048184.1	tet_D_.NG_048185.1	tet_D_.NG_051690.1
tet_E_	tet_E_.NG_048186.1	tet_E_.NG_048187.1	tet_E_.NG_048188.1
tet_G_	tet_G_.NG_048190.1	tet_G_.NG_048191.1	tet_G_.NG_048192.1	tet_G_.NG_051907.1
tet_H_	tet_H_.NG_048193.1	tet_H_.NG_048194.1	tet_H_.NG_048195.1	tet_H_.NG_048196.1	tet_H_.NG_048197.1
tet_J_	tet_J_.NG_048198.1	tet_J_.NG_048199.1
tet_K_	tet_K_.NG_048200.1	tet_K_.NG_055987.1
tet_L_	tet_L_.NG_048201.1	tet_L_.NG_048203.1	tet_L_.NG_048205.1	tet_L_.NG_048206.1	tet_L_.NG_048207.1
tet_L__1	tet_L_.NG_048202.1	tet_L_.NG_048204.1
tet_L__2	tet_L_.NG_048208.1	tet_L_.NG_048209.1	tet_L_.NG_048210.1
tet_M_	tet_M_.NG_048211.1	tet_M_.NG_048212.1	tet_M_.NG_048213.1	tet_M_.NG_048214.1	tet_M_.NG_048215.1	tet_M_.NG_048216.1	tet_M_.NG_048217.1	tet_M_.NG_048218.1	tet_M_.NG_048219.1	tet_M_.NG_048220.1	tet_M_.NG_048221.1	tet_M_.NG_048222.1	tet_M_.NG_048223.1	tet_M_.NG_048225.1	tet_M_.NG_048226.1	tet_M_.NG_048227.1	tet_M_.NG_048228.1	tet_M_.NG_048229.1	tet_M_.NG_048230.1	tet_M_.NG_048231.1	tet_M_.NG_048232.1	tet_M_.NG_048233.1	tet_M_.NG_048234.1	tet_M_.NG_048235.1	tet_M_.NG_048236.1	tet_M_.NG_048237.1	tet_M_.NG_048238.1	tet_M_.NG_048239.1	tet_M_.NG_048240.1	tet_M_.NG_048241.1	tet_M_.NG_048242.1	tet_M_.NG_048243.1	tet_M_.NG_048244.1	tet_M_.NG_048245.1	tet_M_.NG_048246.1	tet_M_.NG_048247.1	tet_M_.NG_048248.1	tet_M_.NG_048249.1	tet_M_.NG_048250.1	tet_M_.NG_048251.1	tet_M_.NG_048252.1	tet_M_.NG_048253.1
tet_O_	tet_O_.NG_048254.1	tet_O_.NG_048255.1	tet_O_.NG_048256.1	tet_O_.NG_048257.1	tet_O_.NG_048258.1	tet_O_.NG_048259.1	tet_O_.NG_048260.1	tet_O_.NG_048261.1	tet_O_.NG_048262.1	tet_O_.NG_048263.1	tet_O_.NG_048264.1	tet_O_.NG_048265.1	tet_O_.NG_048266.1	tet_O_.NG_048267.1
tet_Q_	tet_Q_.NG_048268.1	tet_Q_.NG_048269.1	tet_Q_.NG_048270.1	tet_Q_.NG_048271.1	tet_Q_.NG_048272.1
tet_S_	tet_S_.NG_048273.1	tet_S_.NG_048275.2	tet_S_.NG_048276.1
tet_T_	tet_T_.NG_048278.1	tet_T_.NG_048279.1
tet_V_	tet_V_.NG_048280.1
tet_W_	tet_W_.NG_048281.1	tet_W_.NG_048282.1	tet_W_.NG_048283.1	tet_W_.NG_048284.1	tet_W_.NG_048286.1	tet_W_.NG_048287.1	tet_W_.NG_048288.1	tet_W_.NG_048289.1	tet_W_.NG_048290.1	tet_W_.NG_048291.1	tet_W_.NG_048295.1	tet_W_.NG_048296.1	tet_W_.NG_048297.1	tet_W_.NG_048298.1	tet_W_.NG_048299.1	tet_W_.NG_048300.1	tet_W_.NG_048301.1	tet_W_.NG_048302.1	tet_W_.NG_048303.1	tet_W_.NG_055990.1	tet_W_.NG_062353.1
tet_W__1	tet_W_.NG_048285.1	tet_W_.NG_048294.1
tet_W__2	tet_W_.NG_048292.1	tet_W_.NG_048293.1
tet_X_	tet_X_.NG_048304.1	tet_X_.NG_048305.1	tet_X_.NG_048308.1	tet_X_.NG_065852.1
tet_X__1	tet_X_.NG_048307.1	tet_X_.NG_065853.1
tet_X__2	tet_X_.NG_048306.1
tet_Y_	tet_Y_.NG_048309.1	tet_Y_.NG_048310.1
tet_Z_	tet_Z_.NG_048311.1
tlmB	tlmB.NG_048320.1
tlr_C_	tlr_C_.NG_048321.1
tsnR	tsnR.NG_048322.1
tva_A_	tva_A_.NG_066687.1
tva_B_	tva_B_.NG_066688.1
vanA-	vanA.NG_048323.1	vanA.NG_048324.1	vanA.NG_048325.1	vanA_Pt.NG_048327.1	vanA_Pt2.NG_048328.1
vanA_Pa	vanA_Pa.NG_048326.1
vanA_Sc	vanA_Sc.NG_048329.1
vanAo2	vanAo2.NG_048330.1
vanB	vanB.NG_048331.1	vanB.NG_048332.1	vanB.NG_048333.1	vanB.NG_048334.1	vanB.NG_048335.1	vanB.NG_048336.1	vanB.NG_048337.1	vanB.NG_048338.1	vanB.NG_048339.1	vanB.NG_048340.1	vanB.NG_048341.1	vanB.NG_048342.1
vanC	vanC.NG_048344.1	vanC.NG_048346.1	vanC.NG_048347.1	vanC.NG_048348.1	vanC.NG_048349.1	vanC.NG_048350.1	vanC.NG_048351.1	vanC.NG_048352.1	vanC.NG_048353.1
vanC_1	vanC.NG_048343.1	vanC.NG_048345.1	vanC.NG_048354.1	vanC.NG_048355.1	vanC.NG_048356.1	vanC.NG_048357.1
vanD	vanD.NG_048358.1	vanD.NG_048359.1	vanD.NG_048360.1	vanD.NG_048365.1
vanD_1	vanD.NG_048361.1	vanD.NG_048362.1	vanD.NG_048363.1
vanD_2	vanD.NG_048364.1
vanE	vanE.NG_048366.1
vanF	vanF.NG_048367.1
vanG	vanG.NG_061616.1
vanG_1	vanG.NG_048368.1	vanG.NG_048369.1
vanG_2	vanG.NG_048370.1
vanH	vanH.NG_048391.1
vanH_-	vanH_A.NG_048371.1	vanH_A.NG_048372.1	vanH_Pt.NG_048390.1	vanH_Pt2.NG_048392.1
vanH_Ac1	vanH_Ac1.NG_048373.1
vanH_Ao-	vanH_Ao1.NG_048374.1	vanH_Ao2.NG_048375.1
vanH_B	vanH_B.NG_048376.1	vanH_B.NG_048377.1	vanH_B.NG_048378.1	vanH_B.NG_048379.1	vanH_B.NG_055635.1
vanH_D	vanH_D.NG_048380.1	vanH_D.NG_048381.1	vanH_D.NG_048382.1	vanH_D.NG_048384.1
vanH_D_1	vanH_D.NG_048383.1	vanH_D.NG_048386.1
vanH_D_2	vanH_D.NG_048385.1
vanH_F	vanH_F.NG_048387.1
vanH_M	vanH_M.NG_048388.1
vanH_O	vanH_O.NG_048389.1
vanH_Sc	vanH_Sc.NG_048393.1
vanI	vanI.NG_050602.1	vanI.NG_062352.1
vanI_1	vanI.NG_050587.1
vanI_2	vanI.NG_050603.1
vanJ	vanJ.NG_048394.1
vanK_I	vanK_I.NG_055989.1
vanK_Sc	vanK_Sc.NG_055982.1
vanL	vanL.NG_048395.1
vanM	vanM.NG_048396.1
vanN	vanN.NG_048397.1
vanO	vanO.NG_048398.1
vanR_A	vanR_A.NG_048399.1	vanR_A.NG_048402.1	vanR_A.NG_048414.1	vanR_A.NG_048415.1
vanR_B	vanR_B.NG_048403.1	vanR_B.NG_048406.1	vanR_B.NG_048410.1	vanR_B.NG_048417.1	vanR_B.NG_055631.1
vanR_C	vanR_C.NG_048404.1
vanR_C_1	vanR_C.NG_048408.1	vanR_C.NG_048419.1	vanR_C.NG_048420.1
vanR_Cd	vanR_Cd.NG_061618.1
vanR_D	vanR_D.NG_048400.1	vanR_D.NG_048401.1	vanR_D.NG_048409.1	vanR_D.NG_048412.1	vanR_D.NG_048422.1
vanR_D_1	vanR_D.NG_048416.1
vanR_E	vanR_E.NG_048407.1
vanR_F	vanR_F.NG_048413.1
vanR_G	vanR_G.NG_048411.1
vanR_I	vanR_I.NG_055642.1
vanR_L	vanR_L.NG_048418.1
vanR_M	vanR_M.NG_048421.1
vanR_N	vanR_N.NG_048423.1
vanR_O	vanR_O.NG_048424.1
vanR_Sc	vanR_Sc.NG_070726.1
vanS_-	vanS_A.NG_048425.1	vanS_Pt.NG_048441.1	vanS_Pt.NG_048442.1	vanS_Pt2.NG_048440.1
vanS_A	vanS_A.NG_048427.1
vanS_B	vanS_B.NG_048453.1
vanS_B-	vanS_B.NG_048429.1	vanS_B.NG_048439.1	vanS_B.NG_048449.1	vanS_B.NG_055632.1	vanS_B_Delta.NG_048434.1
vanS_C	vanS_C.NG_051722.1
vanS_C_1	vanS_C.NG_048430.1	vanS_C.NG_048443.1
vanS_Cd	vanS_Cd.NG_061619.1
vanS_D	vanS_D.NG_048426.1	vanS_D.NG_048436.1	vanS_D.NG_048445.1
vanS_D_1	vanS_D.NG_048438.1
vanS_D_2	vanS_D.NG_048444.1
vanS_E	vanS_E.NG_048431.1
vanS_F	vanS_F.NG_048437.1
vanS_G	vanS_G.NG_048428.1	vanS_G.NG_048435.1
vanS_L	vanS_L.NG_048446.1
vanS_M	vanS_M.NG_048450.1
vanS_N	vanS_N.NG_048451.1
vanS_O	vanS_O.NG_051735.1
vanS_Sc	vanS_Sc.NG_070727.1
vanT-	vanT_C.NG_048459.1	vanT_C.NG_048460.1	vanTc.NG_048462.1	vanTc.NG_048463.1
vanT_C	vanT_C.NG_048454.1	vanT_C.NG_048458.1
vanT_Cd	vanT_Cd.NG_052046.1
vanT_E	vanT_E.NG_048456.1
vanT_G	vanT_G.NG_048455.1	vanT_G.NG_048457.1
vanT_N	vanT_N.NG_048461.1
